Material Topic,GRI Standard / Other Source,Disclosure,Location,Requirement(s) Omitted,Omission - Reason,Omission - Explanation,GRI Sector Standard Ref. No.
,GRI 2: General Disclosures 2021,2-29 Approach to stakeholder engagement,Assessing our Impact; Page 29-33,,,,
,GRI 2: General Disclosures 2021,2-30 Collective bargaining agreements,"Own workforce / Energean in numbers; Page 60, 80",,,,
,GRI 3: Material Topics 2021,3-1 Process to determine material topics,Assessing our Impact; Page 30-32,,,,
,GRI 3: Material Topics 2021,3-2 List of material topics,Assessing our Impact; Page 33,,,,
Climate Change,GRI 3: Material Topics 2021,3-3 Management of material topics,"Moving towards Net Zero Emissions / Climate Change; Page 35, 44-45",,,,"11.1.1, 11.2.1, 11.3.1"
Climate Change,GRI 304: Biodiversity 2016,"304-1 Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",Climate Change; Page 45,,,,11.4.2
Climate Change,GRI 305: Emissions 2016,305-1 Direct (Scope 1) GHG emissions,"Climate Change / Energean in numbers; Page 44, 72",,,,11.1.5
Climate Change,GRI 305: Emissions 2016,305-2 Energy indirect (Scope 2) GHG emissions,"Climate Change / Energean in numbers; Page 44-45, 72",,,,11.1.6
Climate Change,GRI 305: Emissions 2016,305-3 Other indirect (Scope 3) GHG emissions,"Climate Change / Energean in numbers; Page 45, 72",,,,11.1.7
Climate Change,GRI 305: Emissions 2016,305-4 GHG emissions intensity,"Climate Change / Energean in numbers; Page 45, 72",,,,11.1.8
Climate Change,GRI 305: Emissions 2016,305-5 Reduction of GHG emissions,Climate Change; Page 36,,,,11.2.3
Climate Change,GRI 305: Emissions 2016,305-6 Emissions of ozone-depleting substances (ODS),,The entire GRI requirements are omitted,Not Applicable,"The organization is not using such substances. All the ODS in our operated sites have been phased out and substituted with non-ozone depleting agents. Based on the Montreal Protocol, while these chemicals do not deplete the stratospheric ozone layer, some of them have high GWPs.",
Climate Change,GRI 304: Biodiversity 2016,"304-2 Significant impacts of activities, products, and services on biodiversity",Conserving and Safeguarding Biodiversity; Page 45,,,,11.4.3
Climate Change,GRI 304: Biodiversity 2016,304-3 Habitats protected or restored,Conserving and Safeguarding Biodiversity; Page 45,,,,11.4.4
Climate Change,GRI 304: Biodiversity 2016,304-4 IUCN Red List species and national conservation list species with habitats in areas affected by operations,Conserving and Safeguarding Biodiversity; Page 45,,,,11.4.5
Pollution,GRI 3: Material Topics 2021,3-3 Management of material topics,Pollution; Page 46,,,,
Pollution,GRI 305: Emissions 2016,"305-7 Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions","Pollution / Energean in numbers; Page 46, 72",,,,11.3.2
Water and marine resources,GRI 3: Material Topics 2021,3-3 Management of material topics,Water and marine resources; Page 49,,,,11.4.1
Water and marine resources,GRI 303: Water and Effluents 2018,303-1 Interactions with water as a shared resource,Water and marine resources; Page 49,,,,11.6.2
Water and marine resources,GRI 303: Water and Effluents 2018,303-2 Management of water discharge-related impacts,Water and marine resources; Page 49,,,,11.6.3
Water and marine resources,GRI 303: Water and Effluents 2018,303-3 Water withdrawal,"Water and marine resources / Energean in numbers; Page 49, 73",,,,11.6.4
Water and marine resources,GRI 303: Water and Effluents 2018,303-4 Water discharge,Water and marine resources; Page 49,,,,11.6.5
Water and marine resources,GRI 303: Water and Effluents 2018,303-5 Water consumption,"Water and marine resources / Energean in numbers; Page 49, 73",,,,11.6.6
Circular economy,GRI 3: Material Topics 2021,3-3 Management of material topics,Circular economy; Page 50,,,,
Circular economy,GRI 306: Waste 2020,306-1 Waste generation and significant waste-related impacts,Circular economy; Page 50,,,,11.5.2
Circular economy,GRI 306: Waste 2020,306-2 Management of significant waste-related impacts,Circular economy; Page 50,,,,11.5.3
Circular economy,GRI 306: Waste 2020,306-3 Waste generated,Circular economy / Energean in numbers; Page 50,,,,"11.5.4, 11.8.2"
Circular economy,GRI 306: Waste 2020,306-4 Waste diverted from disposal,"Reducing our environmental Impact / Energean in numbers; Page 50, 74",,,,11.5.5
Circular economy,GRI 306: Waste 2020,306-5 Waste directed to disposal,"Circular economy / Energean in numbers; Page 50, 74",,,,11.5.6
Own workforce,GRI 3: Material Topics 2021,3-3 Management of material topics,Own workforce; Page 54-55,,,,11.9.1
Own workforce,GRI 202: Market Presence 2016,202-1 Ratios of standard entry level wage by gender compared to local minimum wage,"Own workforce / Energean in numbers; Page 59, 76",,,,
Own workforce,GRI 401: Employment 2016,401-1 New employee hires and employee turnover,Energean in numbers; Page 76-79,,,,11.10.2
Own workforce,GRI 401: Employment 2016,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,Other work-related rights; Page 59,,,,11.10.3
Own workforce,GRI 401: Employment 2016,401-3 Parental leave,Other work-related rights; Page 59,,,,"11.10.4, 11.11.3"
Own workforce,GRI 402: Labour/Management Relations 2016,402-1 Minimum notice periods regarding operational changes,Other work-related rights; Page 60,,,,"11.7.2, 11.10.5"
Own workforce,GRI 403: Occupational Health and Safety 2018,403-1 Occupational health and safety management system,Working conditions; Page 54-56,,,,11.9.2
Own workforce,GRI 403: Occupational Health and Safety 2018,"403-2 Hazard identification, risk assessment, and incident investigation",Working conditions; Page 54-56,,,,11.9.3
Own workforce,GRI 403: Occupational Health and Safety 2018,403-3 Occupational health services,Working conditions; Page 54-56,,,,11.9.4
Own workforce,GRI 403: Occupational Health and Safety 2018,"403-4 Worker participation, consultation, and communication on occupational health and safety",Working conditions; Page 54-56,,,,11.9.5
Own workforce,GRI 403: Occupational Health and Safety 2018,403-5 Worker training on occupational health and safety,Working conditions; Page 54-56,,,,11.9.6
Own workforce,GRI 403: Occupational Health and Safety 2018,403-6 Promotion of worker health,Working conditions; Page 54-56,,,,11.9.7
Own workforce,GRI 403: Occupational Health and Safety 2018,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,Working conditions; Page 54-56,,,,11.9.8
Own workforce,GRI 403: Occupational Health and Safety 2018,403-8 Workers covered by an occupational health and safety management system,Working conditions; Page 54-56,,,,11.9.9
Own workforce,GRI 403: Occupational Health and Safety 2018,403-9 Work-related injuries,Energean in numbers; Page 74,,,,11.9.10
Own workforce,GRI 403: Occupational Health and Safety 2018,403-10 Work-related ill health,Energean in numbers; Page 75,,,,11.9.11
Own workforce,GRI 404: Training and Education 2016,404-1 Average hours of training per year per employee,"Other work related rights / Energean in numbers; Page 56, 79",,,,"11.10.6, 11.11.4"
Own workforce,GRI 404: Training and Education 2016,404-2 Programmes for upgrading employee skills and transition assistance programmes,Other work related rights; Page 56,,,,"11.7.3, 11.10.7"
Own workforce,GRI 404: Training and Education 2016,404-3 Percentage of employees receiving regular performance and career development reviews,"Other work related rights / Energean in numbers; Page 58, 80",,,,
Own workforce,GRI 405: Diversity and Equal Opportunity 2016,405-1 Diversity of governance bodies and employees,Other work related rights / Energean in numbers; Page 80,,,,11.11.5
Own workforce,GRI 405: Diversity and Equal Opportunity 2016,405-2 Ratio of basic salary and remuneration of women to men,"Other work related rights / Energean in numbers; Page 59, 80",,,,11.11.6
Own workforce,GRI 406: Non-discrimination 2016,406-1 Incidents of discrimination and corrective actions taken,"Other work related rights / Energean in numbers; Page 48, 77",,,,11.11.7
Own workforce,GRI 407: Freedom of Association and Collective Bargaining 2016,407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,Other work related rights; Page 60,,,,11.13.2
Own workforce,GRI 408: Child Labour 2016,408-1 Operations and suppliers at significant risk for incidents of child labour,Other work related rights; Page 60,,,,
Own workforce,GRI 409: Forced or Compulsory Labour 2016,409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labour,Other work related rights; Page 60,,,,11.12.2
Own workforce,GRI 410: Security Practices 2016,410-1 Security personnel trained in human rights policies or procedures,Other work related rights,The entire GRI requirements are omitted,Information unavailable/incomplete,The organisation does not have any specific training modules on human rights for security personnel. The organisation will decide on next steps for potential future disclosures in the next reporting periods.,11.18.2
Own workforce,GRI 11: Oil and Gas Sector,"Report the total number of Tier 1 and Tier 2 process safety events, and a breakdown of this total by business activity",Energean in numbers; Page 80,,,,11.8.3
Affected communities,GRI 3: Material Topics 2021,3-3 Management of material topics,Affected communities; Page 61,,,,"11.11.1, 11.12.1, 11.13.1, 11.17.1"
Affected communities,GRI 204: Procurement Practices 2016,204-1 Proportion of spending on local suppliers,Affected communities; Page 65,,,,11.14.6
Affected communities,GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,"Affected communities / Energean in numbers; Page 60, 80",,,,"11.11.2, 11.14.3"
Affected communities,GRI 411: Rights of Indigenous Peoples 2016,411-1 Incidents of violations involving rights of indigenous peoples,"Affected communities / Energean in numbers; Page 65, 80",,,,11.17.2
Affected communities,GRI 413: Local Communities 2016,"413-1 Operations with local community engagement, impact assessments, and development programmes",Affected communities; Page 61-65,,,,11.15.2
Affected communities,GRI 413: Local Communities 2016,413-2 Operations with significant actual and potential negative impacts on local communities,Affected communities,The entire GRI requirements are omitted,Information unavailable/incomplete,The organisation has not established a systematic process for the measurement of the percentage of operations with impacts on local communities. The organisation will decide on next steps for potential future disclosures in the next reporting periods.,11.15.3
Affected communities,GRI 11: Oil and Gas Sector,Land and resource rights,,The standard sector 11.16.1 is omitted,Information unavailable/incomplete,The organisation has not developed a standardized approach for engaging with vulnerable groups but implements some ad hoc engagement initiatives. The organisation will decide on next steps for potential future disclosures in the next reporting periods.,11.16.1
Business conduct,GRI 3: Material Topics 2021,3-3 Management of material topics,Fostering a Culture of Ethics and Accountability; Page 69-69,,,,"11.19.1, 11.20.1, 11.22.1"
Business conduct,GRI 205: Anti-corruption 2016,205-1 Operations assessed for risks related to corruption,Energean in numbers; Page 81,,,,11.20.2
Business conduct,GRI 205: Anti-corruption 2016,205-2 Communication and training about anti-corruption policies and procedures,"Corruption and Bribery / Energean in numbers; Page 68, 81",,,,11.20.3
Business conduct,GRI 205: Anti-corruption 2016,205-3 Confirmed incidents of corruption and actions taken,"Corruption and Bribery / Energean in numbers; Page 68, 81",,,,11.20.4
Business conduct,GRI 206: Anti-competitive Behavior 2016,"206-1 Legal actions for anti-competitive behavior, anti-trust, and monopoly practices","Business conduct / Energean in numbers; Page 68, 81",,,,11.19.2
Business conduct,GRI 414: Supplier Social Assessment 2016,414-1 New suppliers that were screened using social criteria,Business Conduct; Page 69,,,,"11.10.8, 11.12.3"
Business conduct,GRI 414: Supplier Social Assessment 2016,414-2 Negative social impacts in the supply chain and actions taken,,The entire GRI requirements are omitted,Not Applicable,"The organisation maintains a robust procurement process and contracting principles, no negative impacts have occurred in the supply chain.",11.10.9
Business conduct,GRI 415: Public Policy 2016,415-1 Political contributions,Energean in numbers; Page 81,,,,11.22.2
Growing the share of natural gas in the product portfolio,Internal KPI,Share of natural gas in product portfolio,"Growing the share of natural gas in the product portfolio / Energean in numbers; Page 47, 81",,,,
Generating economic value,GRI 201: Economic Performance 2016,201-1 Direct economic value generated and distributed,Energean in numbers; Page 81,,,,"11.14.2, 11.21.2"
Generating economic value,GRI 201: Economic Performance 2016,201-2 Financial implications and other risks and opportunities due to climate change,Refer also to Energean’s publicly available Annual Report (p. 21),,,,11.2.2
Generating economic value,GRI 201: Economic Performance 2016,201-3 Defined benefit plan obligations and other retirement plans,Other work-related rights; Page 59,,,,
Generating economic value,GRI 201: Economic Performance 2016,201-4 Financial assistance received from government,Energean in numbers; Page 81,,,,11.21.3
Generating economic value,GRI 203: Indirect Economic Impacts 2016,203-1 Infrastructure investments and services supported,,"GRI 203-1 a, 203-1 b are omitted",Information unavailable/incomplete,"We implement both in-kind and pro bono engagements with positive impacts on local communities. However, we do not have a specific mechanism to monitor impacts in a systematic manner and we have not conducted a structured impact assessment exercise. The organisation will decide on next steps for potential future disclosures in the next reporting periods.",11.14.4
Generating economic value,GRI 203: Indirect Economic Impacts 2016,203-2 Significant indirect economic impacts,,The entire GRI requirements are omitted,Information unavailable/incomplete,The organisation has not established a systematic process or mechanism for the measurement of significant indirect economic impacts. The organisation will decide on next steps for potential future disclosures in the next reporting periods.,11.14.5
Generating economic value,GRI 207: Tax 2019,207-1 Approach to tax,"Business Conduct; Refer also to Energean’s publicly available Annual Report (pp. 208, 220-221, 266-269); Refer also to Energean’s Code of Ethics (p. 20); Page 68",,,,11.21.4
Generating economic value,GRI 207: Tax 2019,"207-2 Tax governance, control, and risk management","Business Conduct; Refer also to Energean’s publicly available Annual Report (pp. 208, 220-221, 266-269); Refer also to Energean’s Code of Ethics (p. 20); Page 68",,,,11.21.5
Generating economic value,GRI 207: Tax 2019,207-3 Stakeholder engagement and management of concerns related to tax,"Business Conduct; Refer also to Energean’s publicly available Annual Report (pp. 208, 220-221, 266-269); Refer also to Energean’s Code of Ethics (p. 20); Page 68",,,,11.21.6
Generating economic value,GRI 207: Tax 2019,207-4 Country-by-country reporting,"Business Conduct; Refer also to Energean’s publicly available Annual Report (pp. 208, 220-221, 266-269); Refer also to Energean’s Code of Ethics (p. 20); Page 68",,,,11.21.7
Ensuring data security,GRI 418: Customer Privacy 2016,418-1 Substantiated complaints concerning breaches of customer privacy and losses of customer data,"Ensuring data security / Energean in numbers; Page 70, 81",,,,
Reducing (non-renewable) energy consumption,GRI 302: Energy 2016,302-1 Energy consumption within the organisation,"Reducing our environmental impact / Energean in numbers; Page 48, 73",,,,11.1.2
Reducing (non-renewable) energy consumption,GRI 302: Energy 2016,302-2 Energy consumption outside of the organisation,,The entire GRI requirements are omitted,Information unavailable/incomplete,The organisation does not have any specific training modules on human rights for security personnel. The organisation will decide on next steps for potential future disclosures in the next reporting periods.,11.1.3
Reducing (non-renewable) energy consumption,GRI 302: Energy 2016,302-3 Energy intensity,"Reducing our environmental impact / Energean in numbers; Page 48, 73",,,,11.1.4
Reducing (non-renewable) energy consumption,GRI 302: Energy 2016,302-4 Reduction of energy consumption,Reducing our environmental impact; Page 48,,,,
