Material Topic,GRI Standard / Other Source,Disclosure,Location,Requirement(s) Omitted,Omission - Reason,Omission - Explanation,GRI Sector Standard Ref. No.
,GRI 3: Material Topics 2021,3-1 Process to determine material topics,21,,,,
,GRI 3: Material Topics 2021,3-2 List of material topics,21,,,,
Emissions & Climate Action,GRI 3: Material Topics 2021,3-3 Management of material topics,"24, 25",,,,11.1.1
Emissions & Climate Action,GRI 302: Energy 2016,302-1 Energy consumption within the organization,24,,,,11.1.2
Emissions & Climate Action,GRI 302: Energy 2016,302-2 Energy consumption outside of the organization,24,,,,11.1.3
Emissions & Climate Action,GRI 302: Energy 2016,302-3 Energy intensity,24,,,,11.1.4
Emissions & Climate Action,GRI 305: Emissions 2016,305-1 Direct (Scope 1) GHG emissions,25,,,,11.1.5
Emissions & Climate Action,GRI 305: Emissions 2016,305-2 Energy indirect (Scope 2) GHG emissions,25,,,,11.1.6
Emissions & Climate Action,GRI 305: Emissions 2016,305-3 Other indirect (Scope 3) GHG emissions,25,,,,11.1.7
Emissions & Climate Action,GRI 305: Emissions 2016,305-4 GHG emissions intensity,25,,,,11.1.8
Emissions & Climate Action,GRI 3: Material Topics 2021,3-3 Management of material topics,25,,,,11.3.1
Emissions & Climate Action,GRI 305: Emissions 2016,"305-7 Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",25,,,,11.3.2
Emissions & Climate Action,GRI 416: Customer Health and Safety 2016,416-1 Assessment of the health and safety impacts of product and service categories,25,,,,11.3.3
Energy Management,GRI 3: Material Topics 2021,3-3 Management of material topics,24,,,,
Waste,GRI 3: Material Topics 2021,3-3 Management of material topics,28,,,,11.5.1
Waste,GRI 306: Waste 2020,306-1 Waste generation and significant waste-related impacts,28,,,,11.5.2
Waste,GRI 306: Waste 2020,306-2 Management of significant waste-related impacts,28,,,,11.5.3
Waste,GRI 306: Waste 2020,306-3 Waste generated,28,,,,11.5.4
Waste,GRI 306: Waste 2020,306-4 Waste diverted from disposal,28,,,,11.5.5
Waste,GRI 306: Waste 2020,306-5 Waste directed to disposal,28,,,,11.5.6
Investments in Renewables & Clean Tech,GRI 3: Material Topics 2021,3-3 Management of material topics,29,,,,
Water and effluents,GRI 3: Material Topics 2021,3-3 Management of material topics,27,,,,11.6.1
Water and effluents,GRI 303: Water and Effluents 2018,303-1 Interactions with water as a shared resource,27,,,,11.6.2
Water and effluents,GRI 303: Water and Effluents 2018,303-2 Management of water discharge-related impacts,27,,,,11.6.3
Water and effluents,GRI 303: Water and Effluents 2018,303-3 Water withdrawal,27,,,,11.6.4
Water and effluents,GRI 303: Water and Effluents 2018,303-4 Water discharge,27,,,,11.6.5
Water and effluents,GRI 303: Water and Effluents 2018,303-5 Water consumption,27,,,,11.6.6
Asset Integrity and Critical Incident Management,GRI 3: Material Topics 2021,3-3 Management of material topics,58,,,,11.8.1
Asset Integrity and Critical Incident Management,GRI 306: Effluents and Waste 2016,306-3 Significant spills,"28, 58",,,,11.8.2
"Health, safety and well-being",GRI 3: Material Topics 2021,3-3 Management of material topics,38,,,,11.9.1
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-1 Occupational health and safety management system,38,,,,11.9.2
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,"403-2 Hazard identification, risk assessment, and incident investigation",38,,,,11.9.3
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-3 Occupational health services,38,,,,11.9.4
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,"403-4 Worker participation, consultation, and communication on occupational health and safety",38,,,,11.9.5
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-5 Worker training on occupational health and safety,38,,,,11.9.6
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-6 Promotion of worker health,38,,,,11.9.7
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,38,,,,11.9.8
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-8 Workers covered by an occupational health and safety management system,38,,,,11.9.9
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-9 Work-related injuries,38,,,,11.9.10
"Health, safety and well-being",GRI 403: Occupational Health and Safety 2018,403-10 Work-related ill health,38,,,,11.9.11
Training & Development,GRI 3: Material Topics 2021,3-3 Management of material topics,35,,,,
Employment (Employment Attraction & Retention),GRI 3: Material Topics 2021,3-3 Management of material topics,32,,,,11.10.1
Employment (Employment Attraction & Retention),GRI 401: Employment 2016,401-1 New employee hires and employee turnover,32,,,,11.10.2
Employment (Employment Attraction & Retention),GRI 401: Employment 2016,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,"32, 34",,,,11.10.3
Employment (Employment Attraction & Retention),GRI 401: Employment 2016,401-3 Parental leave,"32, 34",,,,11.10.4
Employment (Employment Attraction & Retention),GRI 402: Labor/Management Relations 2016,402-1 Minimum notice periods regarding operational changes,32,,,,11.10.5
Employment (Employment Attraction & Retention),GRI 404: Training and Education 2016,404-1 Average hours of training per year per employee,35,,,,11.10.6
Employment (Employment Attraction & Retention),GRI 404: Training and Education 2016,404-2 Programs for upgrading employee skills and transition assistance programs,35,,,,11.10.7
Employment (Employment Attraction & Retention),GRI 414: Supplier Social Assessment 2016,414-1 New suppliers that were screened using social criteria,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.10.8
Employment (Employment Attraction & Retention),GRI 414: Supplier Social Assessment 2016,414-2 Negative social impacts in the supply chain and actions taken,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.10.9
"Diversity, Inclusion & Equal Opportunity",GRI 3: Material Topics 2021,3-3 Management of material topics,"32, 37",,,,11.11.1
"Diversity, Inclusion & Equal Opportunity",GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.11.2
"Diversity, Inclusion & Equal Opportunity",GRI 401: Employment 2016,401-3 Parental leave,"32, 34",,,,11.11.3
"Diversity, Inclusion & Equal Opportunity",GRI 404: Training and Education 2016,404-1 Average hours of training per year per employee,35,,,,11.11.4
"Diversity, Inclusion & Equal Opportunity",GRI 405: Diversity and Equal Opportunity 2016,405-1 Diversity of governance bodies and employees,37,,,,11.11.5
"Diversity, Inclusion & Equal Opportunity",GRI 405: Diversity and Equal Opportunity 2016,405-2 Ratio of basic salary and remuneration,,,Confidentiality constraints,"This data is not disclosed as it is viewed as sensitive to public reporting. However, Bapco Energies follows ethical workplace practices and procedures to ensure that all employees are paid fairly.",11.11.6
"Diversity, Inclusion & Equal Opportunity",GRI 406: Non-discrimination 2016,406-1 Incidents of discrimination and corrective actions taken,"37, 41",,,,11.11.7
Human Rights,GRI 3: Material Topics 2021,3-3 Management of material topics,41,,,,
Local Community Impact and Investment,GRI 3: Material Topics 2021,3-3 Management of material topics,42,,,,11.15.1
Local Community Impact and Investment,GRI 413: Local Communities 2016,"413-1 Operations with local community engagement, impact assessments, and development programs",42,,,,11.15.2
Local Community Impact and Investment,GRI 413: Local Communities 2016,413-2 Operations with significant actual and potential negative impacts on local communities,42,,,,11.15.3
Corporate Governance & Compliance,GRI 3: Material Topics 2021,3-3 Management of material topics,48,,,,
Risk & Crisis Management,GRI 3: Material Topics 2021,3-3 Management of material topics,56,,,,
Cybersecurity & Data Privacy,GRI 3: Material Topics 2021,3-3 Management of material topics,60,,,,
"Anti-corruption, Business Ethics & Transparency",GRI 3: Material Topics 2021,3-3 Management of material topics,54,,,,11.20.1
"Anti-corruption, Business Ethics & Transparency",GRI 205: Anti-corruption 2016,205-1 Operations assessed for risks related to corruption,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.20.2
"Anti-corruption, Business Ethics & Transparency",GRI 205: Anti-corruption 2016,205-2 Communication and training about anti-corruption policies and,54,,,,11.20.3
"Anti-corruption, Business Ethics & Transparency",GRI 205: Anti-corruption 2016,205-3 Confirmed incidents of corruption and actions taken,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.20.4
Economic Performance,GRI 3: Material Topics 2021,3-3 Management of material topics,62,,,,11.14.1
Economic Performance,GRI 201: Economic Performance 2016,201-1 Direct economic value generated and distributed,62,,,,11.14.2
Economic Performance,GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,,,Information unavailable/incomplete,Bapco Energies is working on tracking this information.,11.14.3
Economic Performance,GRI 203: Indirect Economic Impacts 2016,203-1 Infrastructure investments and services supported,62,,,,11.14.4
Economic Performance,GRI 203: Indirect Economic Impacts 2016,203-2 Significant indirect economic impacts,62,,,,11.14.5
Economic Performance,GRI 204: Procurement Practices 2016,204-1 Proportion of spending on local suppliers,62,,,,11.14.6
