Material Topic,GRI Standard / Other Source,Disclosure,Location,Requirement(s) Omitted,Omission - Reason,Omission - Explanation,GRI Sector Standard Ref. No.
Carbon Footprint,GRI 302: Energy 2016,302-3 Energy intensity,4. Environment; 4.2 Carbon footprint; p. 52; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 92,,,,11.1.4
Carbon Footprint,GRI 305: Emissions 2016,305-1 Direct (Scope 1) GHG emissions,4. Environment; 4.2 Carbon footprint; p. 46-48; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 92,,,,11.1.5
Carbon Footprint,GRI 305: Emissions 2016,305-2 Energy indirect (Scope 2) GHG emissions,4. Environment; 4.2 Carbon footprint; p. 46-48; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 92,,,,11.1.6
Carbon Footprint,GRI 305: Emissions 2016,305-3 Other indirect (Scope 3) GHG emissions,4. Environment; 4.2 Carbon footprint; p. 46-49; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 93,,,,11.1.7
Carbon Footprint,GRI 305: Emissions 2016,305-4 GHG emissions intensity,4. Environment; 4.2 Carbon footprint; p. 49; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 93-94,,,,11.1.8
Employment practices,GRI 3: Material Topics 2021,3-3 Management of material topics,5. Society; 5.1 Employment practices; p. 54-62,,,,11.10.1
Employment practices,GRI 401: Employment 2016,401-1 New employee hires and employee turnover,5. Society; 5.1 Employment practices; p. 57; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 95-96,,,,11.10.2
Employment practices,GRI 401: Employment 2016,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,5. Society; 5.1 Employment practices; p. 57,,,,11.10.3
Employment practices,GRI 401: Employment 2016,401-3 Parental leave,5. Society; 5.1 Employment practices; p. 57; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 97-98,,,,11.10.4
Employment practices,GRI 402: Labor / Management Relations 2016,402-1 Minimum notice periods regarding operational changes,5. Society; 5.1 Employment practices; p. 55,,,,11.10.5
Employment practices,GRI 404: Training & Education 2016,404-1 Average hours of training per year per employee,5. Society; 5.1 Employment practices; p. 60-61; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 95,,,,11.10.6
Employment practices,GRI 404: Training & Education 2016,404-2 Programs for upgrading employee skills and transition assistance programs,5. Society; 5.1 Employment practices; p. 58,,,,11.10.7
Employment practices,GRI 414: Supplier Social Assessment 2016,414-1 New suppliers that were screened using social criteria,,414-1a,Information unavailable/incomplete,DESFA has not yet developed a supplier qualification process. The supplier qualification process will be implemented in 2023 for pilot Vendors and will be approved and into force in 2024.,11.10.8
Employment practices,GRI 414: Supplier Social Assessment 2016,414-2 Negative social impacts in the supply chain and actions taken,,"414-2a, 414-2b, 414-2c, 414-2d, 414-2e",Information unavailable/incomplete,DESFA has not yet developed a supplier qualification process. The supplier qualification process will be implemented in 2023 for pilot Vendors and will be approved and into force in 2024.,11.10.9
Freedom of association and collective bargaining,GRI 3: Material Topics 2021,3-3 Management of material topics,5. Society; 5.1 Employment practices; p. 54,,,,11.13.1
Freedom of association and collective bargaining,GRI 407: Freedom of Association and Collective Bargaining 2016,407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,"407-1a, 407-1b",Information unavailable/incomplete,DESFA has not proceeded with screening regarding Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk.,11.13.2
Occupational health and safety,GRI 3: Material Topics 2021,3-3 Management of material topics,5. Society; 5.2 Occupational health and safety; p. 63-65,,,,11.9.1
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-1 Occupational health and safety management system,5. Society; 5.2 Occupational health and safety; p. 64,,,,11.9.2
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,"403-2 Hazard identification, risk assessment, and incident investigation",5. Society; 5.2 Occupational health and safety; p. 64,,,,11.9.3
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-3 Occupational health services,5. Society; 5.2 Occupational health and safety; p. 65,,,,11.9.4
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,"403-4 Worker participation, consultation, and communication on occupational health and safety",5. Society; 5.2 Occupational health and safety; p. 65,,,,11.9.5
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-5 Worker training on occupational health and safety,5. Society; 5.2 Occupational health and safety; p. 65,,,,11.9.6
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-6 Promotion of worker health,5. Society; 5.2 Occupational health and safety; p. 65,,,,11.9.7
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,5. Society; 5.2 Occupational health and safety; p. 64,,,,11.9.8
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-8 Workers covered by an occupational health and safety management system,5. Society; 5.2 Occupational health and safety; p. 66; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 99,,,,11.9.9
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-9 Work-related injuries,5. Society; 5.2 Occupational health and safety; p. 66-67; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 99-100,,,,11.9.10
Occupational health and safety,GRI 403: Occupational Health & Safety 2018,403-10 Work-related ill health,5. Society; 5.2 Occupational health and safety; p. 66; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 99-100,,,,11.9.11
Asset Integrity and critical incident management,GRI 3: Material Topics 2021,3-3 Management of material topics,5. Society; 5.2 Occupational health and safety; p. 63,,,,11.8.1
Asset Integrity and critical incident management,GRI 306: Effluents and Waste 2016,306-3 Significant spills,5. Society; 5.2 Occupational health and safety; p. 64,,,,11.8.2
Local communities,GRI 3: Material Topics 2021,3-3 Management of material topics,"5. Society; 5.3 Local communities; p. 68-70, 72-75",,,,11.15.1
Local communities,GRI 413: Local Communities 2016,"413-1 Operations with local community engagement, impact assessments, and development programs",5. Society; 5.3 Local communities; p. 69,,,,11.15.2
Local communities,GRI 413: Local Communities 2016,413-2 Operations with significant actual and potential negative impacts on local communities,5. Society; 5.3 Local communities; p. 71,,,,11.15.3
Land rights,GRI 3: Material Topics 2021,3-3 Management of material topics,"5. Society; 5.3 Local communities; p. 68,71",,,,11.16.1
Economic impacts,GRI 3: Material Topics 2021,3-3 Management of material topics,5. Society; 5.4 Economic impacts; p. 76,,,,11.14.1
Economic impacts,GRI 201: Economic Performance 2016,201-1 Direct economic value generated and distributed,5. Society; 5.4 Economic impacts; p. 77; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 101,,,,11.14.2
Economic impacts,GRI 202: Market Presence 2016,202-2 Proportion of senior management hired from the local community,5. Society; 5.4 Economic impacts; p. 77; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 101,,,,11.14.3
Economic impacts,GRI 203: Indirect Economic Impacts 2016,203-1 Infrastructure investments and services supported,5. Society; 5.4 Economic impacts; p. 77,,,,11.14.4
Economic impacts,GRI 203: Indirect Economic Impacts 2016,203-2 Significant indirect economic impacts,,"203-2a, 203-2b",Information unavailable/incomplete,"DESFA did not record in a systematic way the significant indirect positive or negative economic impacts, data have been requested by the Contractor of the West Macedonia Pipeline but are not yet provided. DESFA aims to include the requirements of the indicator in the next reporting period.",11.14.5
Economic impacts,GRI 204: Procurement Practices 2016,204-1 Proportion of spending on local suppliers,5. Society; 5.4 Economic impacts; p. 78; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 102,,,,11.14.6
Business conduct,GRI 3: Material Topics 2021,3-3 Management of material topics,6. Governance; 6.2 Business conduct; p. 83-86,,,,"11.19.1, 11.20.1, 11.21.1, 11.22.1"
Business conduct,GRI 201: Anti-corruption 2016,201-4 Financial assistance received from government,5. Society; 5.4 Economic impacts; p. 78; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 101,,,,11.21.3
Business conduct,GRI 205: Anti-corruption 2016,205-1 Operations assessed for risks related to corruption,6. Governance; 6.2 Business conduct; p. 84-85,,,,11.20.2
Business conduct,GRI 205: Anti-corruption 2016,205-2 Communication and training about anti-corruption policies and procedures,6. Governance; 6.2 Business conduct,"205-2 b, 205-2 c, 205-2 d, 205-2 e",Information unavailable/incomplete,"DESFA did not record the number and percentage of employees, partners and governance members to whom the company's corruption policies and procedures have been communicated, broken down by employee category, partner's type and region, as also the number of employees who have received training on anti-corruption, broken down by employee category and region. DESFA aims to include the index requirements in the next reporting period.",11.20.3
Business conduct,GRI 205: Anti-corruption 2016,205-3 Confirmed incidents of corruption and actions taken,6. Governance; 6.2 Business conduct; p. 84-85; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 103,,,,11.20.4
Business conduct,GRI 206: Anti-competitive Behavior 2016,"206-1 Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",6. Governance; 6.2 Business conduct; p. 85,,,,11.19.2
Business conduct,GRI 415: Public Policy 2016,415-1 Political contributions,6. Governance; 6.2 Business conduct; p. 85,,,,11.22.2
Privacy,GRI 3: Material Topics 2021,3-3 Management of material topics,"6. Governance; 6.2 Business conduct; p. 83,86",,,,No reference
Privacy,GRI 418: Customer Privacy 2016,418-1 Substantiated complaints concerning breaches of customer privacy and losses of customer data,6. Governance; 6.2 Business conduct; p. 86; 7. Annexes; 7.2 ESG Key Performance Indicators (KPIs); p. 103,,,,No reference
