Material Topic,GRI Standard / Other Source,Disclosure,Location,Requirement(s) Omitted,Omission - Reason,Omission - Explanation,GRI Sector Standard Ref. No.
Nature & Biodiversity,GRI 304: Biodiversity 2016,304-4 IUCN Red List species and national conservation list species with habitats in areas affected by operations,,,Information not disclosed,No sites operated in areas of high biodiversity value.,11.4.5
"Health, Safety & Security of People",GRI 3: Material Topics 2021,3-3 Management of material topics,"Page 28: Health, Safety, and Security of People",,,,11.9.1
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-1 Occupational health and safety management system,"Page 28-31: Health, Safety, and Security of People",,,,11.9.2
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,"403-2 Hazard identification, risk assessment, and incident investigation","Page 28-31: Health, Safety, and Security of People",,,,11.9.3
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-3 Occupational health services,"Page 28-31: Health, Safety, and Security of People",,,,11.9.4
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,"403-4 Worker participation, consultation, and communication on occupational health and safety","Page 28-31: Health, Safety, and Security of People",,,,11.9.5
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-5 Worker training on occupational health and safety,"Page 28-31: Health, Safety, and Security of People",,,,11.9.6
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-6 Promotion of worker health,"Page 28-31: Health, Safety, and Security of People",,,,11.9.7
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-7 Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,"Page 28-31: Health, Safety, and Security of People",,,,11.9.8
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-8 Workers covered by an occupational health and safety management system,"Page 28-31: Health, Safety, and Security of People",,,,11.9.9
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-9 Work-related injuries,"Page 28-31: Health, Safety, and Security of People",,,,11.9.10
"Health, Safety & Security of People",GRI 403: Occupational Health and Safety 2018,403-10 Work-related ill health,"Page 28-31: Health, Safety, and Security of People",,,,11.9.11
"Talent Attraction, Retention, & Development",GRI 3: Material Topics 2021,3-3 Management of material topics,Page 33-34: Our People,,,,11.10.1
"Talent Attraction, Retention, & Development",GRI 402: Labor/Management Relations 2016,402-1 Minimum notice periods regarding operational changes,,,Confidentiality constraints,Due to concerns about sensitive business decisions that could impact workforce stability or competitive positioning.,11.10.5
"Talent Attraction, Retention, & Development",GRI 404: Training and Education 2016,404-1 Average hours of training per year per employee,Page 34: Learning and Development,,,,"11.10.6, 11.11.4"
"Talent Attraction, Retention, & Development",GRI 404: Training and Education 2016,404-2 Programs for upgrading employee skills and transition assistance programs,Page 34: Learning and Development,,,,11.10.7
"Talent Attraction, Retention, & Development",GRI 404: Training and Education 2016,404-3 Percentage of employees receiving regular performance and career development reviews,Page 34: Learning and Development,,,,
Diversity & Inclusion,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 35: Diversity and Inclusion,,,,11.11.1
Diversity & Inclusion,GRI 405: Diversity and Equal Opportunity 2016,405-1 Diversity of governance bodies and employees,Page 35: Diversity and Inclusion,,,,11.11.5
Diversity & Inclusion,GRI 405: Diversity and Equal Opportunity 2016,405-2 Ratio of basic salary and remuneration,,,Confidentiality constraints,"Information confidential due to competitiveness, but it may be disclosed in the future.",11.11.6
Diversity & Inclusion,GRI 406: Non-discrimination 2016,406-1 Incidents of discrimination and corrective actions taken,"No incidents of discrimination reported in 2024, please refer to Page 35: Diversity and Inclusion for further information",,,,11.11.7
Communities & Societies,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 36-38: Communities,,,,11.15.1
Communities & Societies,GRI 413: Local Communities 2016,"413-1 Operations with local community engagement, impact assessments, and development programs",Page 36-38: Communities,,,,11.15.2
Communities & Societies,GRI 413: Local Communities 2016,413-2 Operations with significant actual and potential negative impacts on local communities,Page 36-38: Communities,,,,11.15.3
Employment Practices,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 32-33: Our People,,,,11.10.1
Employment Practices,GRI 401: Employment 2016,401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees,Page 32-33: Our People,,,,11.10.3
Employment Practices,GRI 401: Employment 2016,401-3 Parental leave,Page 80: Performance Data,,,,"11.10.4, 11.11.3"
Human Rights,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 52: Upholding Human Rights,,,,
Human Rights,GRI 408: Child Labor 2016,408-1 Operations and suppliers at significant risk for incidents of child labor,Page 52: Upholding Human Rights,,,,
Governance & Business Ethics,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 43: Our Approach to Responsible Business,,,,11.20.1
Governance & Business Ethics,GRI 205: Anti-corruption 2016,205-1 Operations assessed for risks related to corruption,Page 46-47: Ethics and Compliance,,,,11.20.2
Governance & Business Ethics,GRI 205: Anti-corruption 2016,205-2 Communication and training about anti-corruption policies and procedures,Page 46-47: Ethics and Compliance,,,,11.20.3
Governance & Business Ethics,GRI 205: Anti-corruption 2016,205-3 Confirmed incidents of corruption and actions taken,Page 46-47: Ethics and Compliance,,,,11.20.4
Data Governance & AI Use,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 53: Cybersecurity and Data Governance,,,,
Data Governance & AI Use,GRI 418: Customer Privacy 2016,418-1 Substantiated complaints concerning breaches of customer privacy and losses of customer data,Page 53: Cybersecurity and Data Governance,,,,
Responsible Procurement,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 51-52: Responsible Procurement,,,,11.14.1
Responsible Procurement,GRI 414: Supplier Social Assessment 2016,414-1 New suppliers that were screened using social criteria,Page 52: Engaging our Suppliers,,,,11.10.8
Responsible Procurement,GRI 414: Supplier Social Assessment 2016,414-2 Negative social impacts in the supply chain and actions taken,Page 52: Engaging our Suppliers,,,,11.10.9
Responsible Procurement,GRI 204: Procurement Practices 2016,204-1 Proportion of spending on local suppliers,Page 52: Engaging our Suppliers,,,,11.14.6
"Climate Adaptation, Resilience & Transition",GRI 3: Material Topics 2021,3-3 Management of material topics,Page 83-86: Climate-related Disclosures,,,,11.14.1
Innovation and Digital Transformation,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 54-55: Innovation and Digital Transformation,,,,
Risk Management,GRI 3: Material Topics 2021,3-3 Management of material topics,Page 57-58: Risk Management,,,,
